MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction	HetISq	HetChiSq	HetDf	HetPVal
ENSG00000272162|AL024498.2	ad	control	319.00	-0.446	0.6555	--	0.0	0.011	1	0.9177
ENSG00000152208|GRID2	ad	control	319.00	-2.518	0.01181	--	0.0	0.060	1	0.8067
ENSG00000187790|FANCM	ad	control	319.00	-2.647	0.008114	--	0.0	0.025	1	0.8737
ENSG00000174206|C12orf66	ad	control	319.00	0.273	0.7847	+-	0.0	0.081	1	0.7758
ENSG00000130119|GNL3L	ad	control	319.00	1.502	0.133	++	43.5	1.769	1	0.1835
ENSG00000213783|RPL35P4	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000122376|SHLD2	ad	control	319.00	2.897	0.003771	+-	89.3	9.314	1	0.002275
ENSG00000284166|EVPLL	ad	control	319.00	0.119	0.9055	+0	0.0	0.014	1	0.9058
ENSG00000276536|HRAS	ad	control	319.00	-3.845	0.0001208	--	71.1	3.465	1	0.0627
ENSG00000229833|PET100	ad	control	319.00	-2.916	0.003549	--	58.9	2.430	1	0.119
ENSG00000176108|CHMP6	ad	control	319.00	-1.509	0.1313	-+	82.0	5.551	1	0.01847
ENSG00000265698|LARP7P3	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000262505|AC093830.1	ad	control	319.00	-1.232	0.2179	--	0.0	0.083	1	0.7738
ENSG00000182405|PGBD4	ad	control	319.00	0.380	0.7039	-+	51.2	2.051	1	0.1522
ENSG00000130649|CYP2E1	ad	control	319.00	-4.125	3.701e-05	--	0.0	0.511	1	0.4745
ENSG00000253144|AC104117.2	ad	control	319.00	-0.776	0.4375	-0	0.0	0.599	1	0.439
ENSG00000255190|TRIM51DP	ad	control	319.00	1.220	0.2226	++	0.0	0.266	1	0.6058
ENSG00000165424|ZCCHC24	ad	control	319.00	0.841	0.4005	-+	69.6	3.289	1	0.06973
ENSG00000149823|VPS51	ad	control	319.00	-3.796	0.0001468	--	55.7	2.259	1	0.1328
ENSG00000140285|FGF7	ad	control	319.00	-2.048	0.04059	--	0.0	0.170	1	0.6798
ENSG00000213559|HNRNPA1P64	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000240231|RPS27P29	ad	control	319.00	-0.324	0.7456	-0	0.0	0.105	1	0.7464
ENSG00000054148|PHPT1	ad	control	319.00	-1.660	0.09696	-+	70.4	3.377	1	0.06612
ENSG00000281986|IGHV3-36	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000175189|INHBC	ad	control	319.00	-0.973	0.3305	-0	0.0	0.941	1	0.3321
ENSG00000088205|DDX18	ad	control	319.00	0.101	0.9192	+-	72.4	3.619	1	0.05711
ENSG00000121316|PLBD1	ad	control	319.00	2.953	0.003149	++	0.0	0.001	1	0.9782
ENSG00000239689|RPL17P46	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000151320|AKAP6	ad	control	319.00	-1.958	0.05026	--	0.0	0.716	1	0.3973
ENSG00000171462|DLK2	ad	control	319.00	-4.514	6.363e-06	--	3.9	1.041	1	0.3076
ENSG00000165030|NFIL3	ad	control	319.00	2.210	0.02712	++	0.0	0.477	1	0.49
ENSG00000256852|KNOP1P1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000162714|ZNF496	ad	control	319.00	-0.376	0.7066	-+	0.0	0.152	1	0.6963
ENSG00000184616|SPDYE12P	ad	control	319.00	-2.021	0.04332	-+	86.4	7.376	1	0.00661
ENSG00000240386|LCE1F	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000211797|TRAV17	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000189145|AC092268.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000112245|PTP4A1	ad	control	319.00	-2.112	0.03468	--	0.0	0.035	1	0.8507
ENSG00000281847|AL110118.4	ad	control	319.00	1.470	0.1416	+-	56.4	2.292	1	0.13
ENSG00000128881|TTBK2	ad	control	319.00	-1.303	0.1924	+-	69.1	3.232	1	0.0722
ENSG00000096150|RPS18	ad	control	319.00	-0.998	0.3182	-+	76.7	4.293	1	0.03827
ENSG00000181004|BBS12	ad	control	319.00	-0.154	0.8772	+-	72.4	3.618	1	0.05715
ENSG00000142583|SLC2A5	ad	control	319.00	-0.022	0.9828	-+	80.7	5.191	1	0.02271
ENSG00000152591|DSPP	ad	control	319.00	-0.792	0.4285	-0	0.0	0.623	1	0.4299
ENSG00000090621|PABPC4	ad	control	319.00	-2.837	0.004553	-+	93.8	16.052	1	6.163e-05
ENSG00000143578|CREB3L4	ad	control	319.00	0.245	0.8066	-+	61.7	2.608	1	0.1063
ENSG00000131183|SLC34A1	ad	control	319.00	0.345	0.7301	0+	0.0	0.120	1	0.7293
ENSG00000034239|EFCAB1	ad	control	319.00	-0.523	0.6007	--	0.0	0.206	1	0.6501
ENSG00000137500|CCDC90B	ad	control	319.00	0.494	0.6211	-+	0.0	0.332	1	0.5646
ENSG00000143387|CTSK	ad	control	319.00	1.822	0.06849	+-	92.9	14.119	1	0.0001716
ENSG00000136854|STXBP1	ad	control	319.00	-2.769	0.00563	--	14.4	1.168	1	0.2799
ENSG00000240436|AC114982.1	ad	control	319.00	1.415	0.157	++	0.0	0.034	1	0.854
ENSG00000173992|CCS	ad	control	319.00	-4.070	4.702e-05	--	91.9	12.281	1	0.0004577
ENSG00000160746|ANO10	ad	control	319.00	1.018	0.3088	+-	87.0	7.693	1	0.005544
ENSG00000197747|S100A10	ad	control	319.00	4.551	5.348e-06	++	0.0	0.556	1	0.4559
ENSG00000228285|LYPLA2P1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000257758|KRT18P20	ad	control	319.00	-0.404	0.6859	-0	0.0	0.163	1	0.6868
ENSG00000145850|TIMD4	ad	control	319.00	-0.809	0.4188	-0	0.0	0.650	1	0.4202
ENSG00000174373|RALGAPA1	ad	control	319.00	-0.416	0.6774	+-	0.0	0.419	1	0.5177
ENSG00000186910|SERPINA11	ad	control	319.00	-1.442	0.1492	-0	51.6	2.067	1	0.1505
ENSG00000229942|IFITM4P	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000114805|PLCH1	ad	control	319.00	-2.781	0.005415	--	43.5	1.769	1	0.1834
ENSG00000167701|GPT	ad	control	319.00	0.445	0.6565	++	0.0	0.019	1	0.891
ENSG00000197706|OR6C74	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000123096|SSPN	ad	control	319.00	4.238	2.256e-05	++	62.6	2.672	1	0.1021
ENSG00000087077|TRIP6	ad	control	319.00	3.608	0.0003091	++	0.0	0.077	1	0.7819
ENSG00000240667|NBPF18P	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000125245|GPR18	ad	control	319.00	-0.657	0.5109	+-	32.5	1.482	1	0.2234
ENSG00000077721|UBE2A	ad	control	319.00	-0.021	0.9834	+-	0.0	0.013	1	0.9104
ENSG00000108932|SLC16A6	ad	control	319.00	-2.574	0.01005	--	68.1	3.134	1	0.07669
ENSG00000267736|HMGB2P1	ad	control	319.00	-0.536	0.5917	-0	0.0	0.286	1	0.5928
ENSG00000277640|AL445647.2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000227102|OR2AS1P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000141232|TOB1	ad	control	319.00	3.184	0.001451	++	0.0	0.107	1	0.7439
ENSG00000242221|PSG2	ad	control	319.00	-0.186	0.8525	-+	84.2	6.310	1	0.01201
ENSG00000131386|GALNT15	ad	control	319.00	3.647	0.0002654	++	0.0	0.644	1	0.4224
ENSG00000173065|FAM222B	ad	control	319.00	0.065	0.9484	-+	0.0	0.680	1	0.4094
ENSG00000233939|AC114755.4	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000105662|CRTC1	ad	control	319.00	-0.495	0.6205	--	0.0	0.024	1	0.8769
ENSG00000117480|FAAH	ad	control	319.00	-3.550	0.0003847	-+	96.5	28.730	1	8.322e-08
ENSG00000215492|HNRNPA1P7	ad	control	319.00	0.902	0.367	++	0.0	0.688	1	0.4069
ENSG00000214369|AC009967.1	ad	control	319.00	-0.843	0.3993	-+	88.0	8.349	1	0.00386
ENSG00000255575|AC004812.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000270665|HNRNPA1P67	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000201014|RNA5SP232	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000220831|NDUFA5P9	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000224060|ARSEP1	ad	control	319.00	-1.366	0.1719	--	0.0	0.336	1	0.5622
ENSG00000186827|TNFRSF4	ad	control	319.00	-1.652	0.0986	--	0.0	0.229	1	0.6322
ENSG00000258587|AC006530.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000252424|RNA5SP384	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000235716|KRT18P46	ad	control	319.00	-1.124	0.2608	--	0.0	0.920	1	0.3374
ENSG00000181240|SLC25A41	ad	control	319.00	-0.723	0.4694	-+	5.5	1.058	1	0.3037
ENSG00000240210|AL122013.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000178796|RIIAD1	ad	control	319.00	-4.620	3.839e-06	--	22.4	1.288	1	0.2563
ENSG00000111962|UST	ad	control	319.00	0.031	0.9752	+-	0.0	0.025	1	0.8749
ENSG00000167863|ATP5PD	ad	control	319.00	-2.198	0.02792	--	68.0	3.130	1	0.07687
ENSG00000283252|AC002056.3	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000177669|MBOAT4	ad	control	319.00	0.732	0.4643	++	0.0	0.000	1	0.9845
ENSG00000259648|AL132640.2	ad	control	319.00	-0.572	0.5672	-+	92.7	13.679	1	0.0002169
ENSG00000171815|PCDHB1	ad	control	319.00	1.385	0.1659	-+	83.1	5.918	1	0.01499
ENSG00000166153|DEPDC4	ad	control	319.00	-1.223	0.2212	--	0.0	0.008	1	0.9282
ENSG00000240118|PSMB9	ad	control	319.00	1.050	0.2935	++	0.0	0.048	1	0.8263
ENSG00000228848|AC105402.2	ad	control	319.00	-0.755	0.4503	-0	0.0	0.566	1	0.4518
ENSG00000274966|AC019322.3	ad	control	319.00	-0.927	0.3537	-0	0.0	0.855	1	0.3552
ENSG00000255016|AC107918.2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000225236|AP000936.2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000086619|ERO1B	ad	control	319.00	-0.511	0.6091	+-	32.5	1.482	1	0.2235
ENSG00000172586|CHCHD1	ad	control	319.00	-2.656	0.0079	--	0.0	0.003	1	0.9533
ENSG00000135052|GOLM1	ad	control	319.00	3.746	0.0001799	++	91.4	11.661	1	0.0006383
ENSG00000108691|CCL2	ad	control	319.00	3.501	0.0004633	+-	93.3	14.891	1	0.0001139
ENSG00000227779|AC234779.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000235266|RPL22P17	ad	control	319.00	-0.182	0.8555	-0	0.0	0.033	1	0.8559
ENSG00000101074|R3HDML	ad	control	319.00	-0.828	0.4076	-+	78.5	4.651	1	0.03104
ENSG00000213954|ATP5PDP3	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000179588|ZFPM1	ad	control	319.00	-0.177	0.8593	-+	50.0	2.000	1	0.1573
ENSG00000267422|AC016582.2	ad	control	319.00	1.474	0.1404	++	0.0	0.086	1	0.7692
ENSG00000226048|YBX1P8	ad	control	319.00	0.906	0.3647	++	0.0	0.036	1	0.8499
ENSG00000005020|SKAP2	ad	control	319.00	-2.372	0.01768	--	0.0	0.148	1	0.7008
ENSG00000165905|LARGE2	ad	control	319.00	0.576	0.5644	+-	0.0	0.333	1	0.5642
ENSG00000141665|FBXO15	ad	control	319.00	-0.023	0.9817	-+	0.0	0.131	1	0.7176
ENSG00000219870|AC119618.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000226631|SLC9A3P3	ad	control	319.00	-0.605	0.5454	-0	0.0	0.363	1	0.5466
ENSG00000265279|CLUHP6	ad	control	319.00	1.209	0.2266	-+	57.8	2.369	1	0.1238
ENSG00000149187|CELF1	ad	control	319.00	-2.852	0.004344	--	0.0	0.032	1	0.8572
ENSG00000114248|LRRC31	ad	control	319.00	0.134	0.8931	+-	0.0	0.076	1	0.7826
ENSG00000235222|MSH5	ad	control	319.00	-1.753	0.07957	--	48.9	1.957	1	0.1618
ENSG00000270989|AC139493.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000276858|FCAR	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000182791|CCDC87	ad	control	319.00	-1.211	0.2259	--	0.0	0.002	1	0.9691
ENSG00000234096|MOG	ad	control	319.00	-1.135	0.2562	-+	66.3	2.964	1	0.08513
ENSG00000255374|TAS2R43	ad	control	319.00	-0.467	0.6405	0-	0.0	0.219	1	0.6395
ENSG00000250940|AC116562.3	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000157219|HTR5A	ad	control	319.00	-1.904	0.05695	--	0.0	0.952	1	0.3292
ENSG00000227393|AL031575.1	ad	control	319.00	-1.323	0.186	--	12.7	1.146	1	0.2844
ENSG00000153574|RPIA	ad	control	319.00	-1.226	0.2202	--	0.0	0.586	1	0.4442
ENSG00000180138|CSNK1A1L	ad	control	319.00	-0.434	0.6641	-+	0.0	0.317	1	0.5735
ENSG00000276217|TAS2R15P	ad	control	319.00	-2.368	0.0179	--	62.7	2.682	1	0.1015
ENSG00000228930|MTCO1P3	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000124143|ARHGAP40	ad	control	319.00	-1.623	0.1046	-0	61.8	2.617	1	0.1057
ENSG00000164105|SAP30	ad	control	319.00	1.447	0.148	+-	60.6	2.540	1	0.111
ENSG00000177830|CHID1	ad	control	319.00	-3.443	0.0005758	--	90.4	10.369	1	0.001281
ENSG00000121766|ZCCHC17	ad	control	319.00	-4.221	2.432e-05	--	62.6	2.671	1	0.1022
ENSG00000253499|AC025881.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000145721|LIX1	ad	control	319.00	1.313	0.1893	++	0.0	0.737	1	0.3908
ENSG00000076003|MCM6	ad	control	319.00	0.032	0.9745	+-	54.9	2.219	1	0.1363
ENSG00000158623|COPG2	ad	control	319.00	-2.747	0.006015	--	0.0	0.016	1	0.8996
ENSG00000133561|GIMAP6	ad	control	319.00	4.795	1.625e-06	++	0.0	0.001	1	0.9814
ENSG00000285391|AC004853.2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000092330|TINF2	ad	control	319.00	0.820	0.4124	-+	40.6	1.683	1	0.1946
ENSG00000011465|DCN	ad	control	319.00	6.615	3.714e-11	++	93.9	16.305	1	5.391e-05
ENSG00000220598|SSR1P1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000184905|TCEAL2	ad	control	319.00	-3.441	0.0005787	--	0.0	0.084	1	0.7716
ENSG00000285154|AC243837.4	ad	control	319.00	0.493	0.6219	+0	0.0	0.242	1	0.6229
ENSG00000280787|HERC2P2	ad	control	319.00	0.685	0.4936	++	0.0	0.380	1	0.5376
ENSG00000282949|PCMTD1P7	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000185338|SOCS1	ad	control	319.00	-1.607	0.1081	--	51.9	2.078	1	0.1494
ENSG00000227321|MTND4P15	ad	control	319.00	-0.470	0.6385	-+	76.9	4.324	1	0.03758
ENSG00000213014|VN2R17P	ad	control	319.00	-1.590	0.1119	-+	79.8	4.948	1	0.02612
ENSG00000170006|TMEM154	ad	control	319.00	0.863	0.3879	-+	63.3	2.727	1	0.09864
ENSG00000184389|A3GALT2	ad	control	319.00	0.087	0.9305	+0	0.0	0.008	1	0.9307
ENSG00000111729|CLEC4A	ad	control	319.00	-1.082	0.2793	-+	65.6	2.907	1	0.08822
ENSG00000235101|SETP9	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000130751|NPAS1	ad	control	319.00	-1.154	0.2485	--	0.0	0.704	1	0.4013
ENSG00000230609|AL513185.2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000240375|VPS26AP1	ad	control	319.00	1.596	0.1104	++	0.0	0.063	1	0.8015
ENSG00000274042|GOLGA6L10	ad	control	319.00	-0.048	0.9617	-0	0.0	0.002	1	0.9618
ENSG00000174453|VWC2L	ad	control	319.00	-1.469	0.1419	--	25.8	1.349	1	0.2455
ENSG00000118257|NRP2	ad	control	319.00	2.251	0.02439	++	0.0	0.000	1	0.9928
ENSG00000111087|GLI1	ad	control	319.00	4.521	6.143e-06	++	89.4	9.471	1	0.002087
ENSG00000181163|NPM1	ad	control	319.00	-1.382	0.1669	--	0.0	0.187	1	0.6658
ENSG00000130589|HELZ2	ad	control	319.00	3.225	0.001262	++	0.0	0.047	1	0.8276
ENSG00000240890|AC020633.1	ad	control	319.00	0.240	0.8107	+0	0.0	0.057	1	0.8113
ENSG00000104866|PPP1R37	ad	control	319.00	-3.806	0.0001413	--	75.7	4.115	1	0.04252
ENSG00000161911|TREML1	ad	control	319.00	0.942	0.3462	-+	75.0	3.996	1	0.04561
ENSG00000124383|MPHOSPH10	ad	control	319.00	-1.632	0.1027	--	0.0	0.819	1	0.3654
ENSG00000231007|CDC20P1	ad	control	319.00	-0.126	0.8995	-+	0.0	0.948	1	0.3302
ENSG00000150201|FXYD4	ad	control	319.00	-2.161	0.0307	-+	95.6	22.732	1	1.862e-06
ENSG00000215545|DEFB116	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000119522|DENND1A	ad	control	319.00	-0.477	0.6333	-+	0.0	0.775	1	0.3788
ENSG00000113580|NR3C1	ad	control	319.00	-0.026	0.9794	+-	20.3	1.255	1	0.2626
ENSG00000232938|RPL23AP87	ad	control	319.00	-1.041	0.2979	--	0.0	0.203	1	0.6522
ENSG00000159792|PSKH1	ad	control	319.00	-0.232	0.8162	-+	63.1	2.711	1	0.09968
ENSG00000215301|DDX3X	ad	control	319.00	4.095	4.216e-05	++	91.3	11.431	1	0.0007224
ENSG00000224348|AL592076.1	ad	control	319.00	0.157	0.8752	+-	0.0	0.044	1	0.8334
ENSG00000177459|ERICH5	ad	control	319.00	-1.717	0.08603	--	0.0	0.607	1	0.4358
ENSG00000218902|PTMAP3	ad	control	319.00	-0.045	0.9645	-0	0.0	0.002	1	0.9646
ENSG00000236739|CLIC4P1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000276615|KEL	ad	control	319.00	-2.625	0.008661	-+	96.3	27.091	1	1.941e-07
ENSG00000267220|AC011447.2	ad	control	319.00	0.459	0.6463	+0	0.0	0.209	1	0.6474
ENSG00000137078|SIT1	ad	control	319.00	1.666	0.09581	+0	63.7	2.757	1	0.09685
ENSG00000186395|KRT10	ad	control	319.00	-1.529	0.1263	--	0.0	0.843	1	0.3587
ENSG00000235443|ZNRD1	ad	control	319.00	-0.764	0.445	--	0.0	0.406	1	0.5243
ENSG00000143190|POU2F1	ad	control	319.00	-0.357	0.7211	+-	31.8	1.467	1	0.2258
ENSG00000115956|PLEK	ad	control	319.00	0.087	0.9306	++	0.0	0.003	1	0.957
ENSG00000049540|ELN	ad	control	319.00	0.799	0.4243	-+	82.2	5.605	1	0.01791
ENSG00000124160|NCOA5	ad	control	319.00	1.412	0.1581	++	0.0	0.299	1	0.5847
ENSG00000188342|GTF2F2	ad	control	319.00	-1.009	0.3128	--	0.0	0.024	1	0.8759
ENSG00000131269|ABCB7	ad	control	319.00	3.570	0.0003574	++	85.2	6.747	1	0.009393
ENSG00000279614|AC092364.4	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000125107|CNOT1	ad	control	319.00	0.679	0.497	++	0.0	0.174	1	0.6764
ENSG00000237439|Z83839.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000262121|KRTAP4-9	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000227738|AC092646.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000211955|IGHV3-33	ad	control	319.00	0.863	0.3882	+0	0.0	0.740	1	0.3897
ENSG00000257915|GLULP5	ad	control	319.00	0.647	0.5177	++	0.0	0.065	1	0.7983
ENSG00000262299|AL513523.6	ad	control	319.00	0.977	0.3284	-+	53.5	2.152	1	0.1424
ENSG00000164631|ZNF12	ad	control	319.00	-0.407	0.6836	--	0.0	0.100	1	0.7523
ENSG00000260275|AC013565.2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000061492|WNT8A	ad	control	319.00	-0.800	0.4234	-+	55.1	2.226	1	0.1357
ENSG00000227339|THRAP3P1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000270624|AC008555.4	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000111860|CEP85L	ad	control	319.00	0.174	0.862	+-	74.6	3.935	1	0.04729
ENSG00000220267|ACTBP8	ad	control	319.00	0.475	0.6345	+0	0.0	0.225	1	0.6355
ENSG00000135250|SRPK2	ad	control	319.00	-1.676	0.09365	--	0.0	0.852	1	0.3559
ENSG00000285055|AC093698.3	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000115350|POLE4	ad	control	319.00	-1.709	0.08753	--	0.0	0.015	1	0.9031
ENSG00000139725|RHOF	ad	control	319.00	-1.049	0.2941	--	6.2	1.066	1	0.3018
ENSG00000232622|AC114482.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000244427|AC105233.1	ad	control	319.00	-0.409	0.6828	--	0.0	0.001	1	0.974
ENSG00000141337|ARSG	ad	control	319.00	-3.130	0.001745	-+	90.3	10.307	1	0.001326
ENSG00000237850|AC091304.1	ad	control	319.00	-0.213	0.8317	-0	0.0	0.045	1	0.8322
ENSG00000163449|TMEM169	ad	control	319.00	-3.555	0.0003775	--	0.0	0.081	1	0.7753
ENSG00000260413|AC025279.1	ad	control	319.00	-1.292	0.1965	--	0.0	0.250	1	0.6169
ENSG00000163617|CCDC191	ad	control	319.00	-2.637	0.008362	--	68.8	3.201	1	0.07362
ENSG00000260335|AC133555.4	ad	control	319.00	-0.011	0.9909	-+	0.0	0.149	1	0.6999
ENSG00000228057|SEC63P1	ad	control	319.00	1.869	0.06168	++	0.0	0.109	1	0.7411
ENSG00000253080|RNA5SP373	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000128683|GAD1	ad	control	319.00	-4.948	7.492e-07	--	53.8	2.166	1	0.1411
ENSG00000251118|AC008549.3	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000117298|ECE1	ad	control	319.00	4.736	2.184e-06	++	0.0	0.396	1	0.5292
ENSG00000281417|AC236040.3	ad	control	319.00	-0.488	0.6258	-0	0.0	0.236	1	0.6269
ENSG00000253899|AC067904.2	ad	control	319.00	-0.852	0.3944	--	0.0	0.231	1	0.6309
ENSG00000240215|TRBV25OR9-2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000163517|HDAC11	ad	control	319.00	-1.034	0.301	-+	92.6	13.593	1	0.000227
ENSG00000230147|AL158071.1	ad	control	319.00	1.405	0.1601	++	0.0	0.050	1	0.8238
ENSG00000276576|MRPL30P1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000226142|RPL35P8	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000248871|TNFSF12-TNFSF13	ad	control	319.00	-1.834	0.06662	--	57.4	2.345	1	0.1257
ENSG00000145388|METTL14	ad	control	319.00	1.286	0.1986	+-	75.6	4.090	1	0.04314
ENSG00000236124|HMGN2P23	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000220660|AL023284.3	ad	control	319.00	1.632	0.1027	-+	70.4	3.382	1	0.06591
ENSG00000248444|HNRNPA1P65	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000102230|PCYT1B	ad	control	319.00	2.070	0.03845	++	63.8	2.761	1	0.09657
ENSG00000205755|CRLF2	ad	control	319.00	-0.793	0.428	-+	77.2	4.390	1	0.03614
ENSG00000172340|SUCLG2	ad	control	319.00	1.062	0.2883	++	0.0	0.003	1	0.9598
ENSG00000229857|AL353637.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000235061|UBE2V1P7	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000236521|NPAP1P4	ad	control	319.00	0.004	0.9967	+0	0.0	0.000	1	0.9967
ENSG00000281879|ABO	ad	control	319.00	0.342	0.7325	+0	0.0	0.116	1	0.7333
ENSG00000135837|CEP350	ad	control	319.00	1.909	0.05626	++	45.8	1.844	1	0.1745
ENSG00000277858|H2AFB2	ad	control	319.00	-1.072	0.2839	-0	12.4	1.141	1	0.2854
ENSG00000213889|PPM1N	ad	control	319.00	1.664	0.09611	-+	89.0	9.056	1	0.002619
ENSG00000185278|ZBTB37	ad	control	319.00	2.828	0.004681	++	0.0	0.703	1	0.4017
ENSG00000219409|AL590704.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000233872|AC005033.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000243518|AC108729.2	ad	control	319.00	-0.399	0.6901	-0	0.0	0.158	1	0.6911
ENSG00000258638|AL389895.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000236190|Z82210.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000173692|PSMD1	ad	control	319.00	-3.668	0.000244	--	22.2	1.285	1	0.2569
ENSG00000242399|RPS20P23	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000169047|IRS1	ad	control	319.00	2.616	0.008894	++	66.5	2.988	1	0.08387
ENSG00000085871|MGST2	ad	control	319.00	1.582	0.1136	++	18.3	1.224	1	0.2686
ENSG00000224762|CR769776.1	ad	control	319.00	0.199	0.842	+-	0.0	0.080	1	0.7776
ENSG00000240898|AC132942.1	ad	control	319.00	2.351	0.01874	++	0.0	0.997	1	0.318
ENSG00000196588|MRTFA	ad	control	319.00	0.202	0.8402	-+	0.0	0.063	1	0.8024
ENSG00000224723|GUSBP10	ad	control	319.00	0.010	0.9922	+0	0.0	0.000	1	0.9922
ENSG00000277561|GOLGA8IP	ad	control	319.00	-2.106	0.03524	--	0.0	0.095	1	0.758
ENSG00000167617|CDC42EP5	ad	control	319.00	0.258	0.7961	+0	0.0	0.066	1	0.7967
ENSG00000173812|EIF1	ad	control	319.00	0.023	0.9817	-+	0.0	0.233	1	0.6292
ENSG00000125657|TNFSF9	ad	control	319.00	-3.149	0.00164	--	0.0	0.651	1	0.4197
ENSG00000198951|NAGA	ad	control	319.00	2.081	0.03746	++	12.3	1.141	1	0.2855
ENSG00000260284|TPSP2	ad	control	319.00	-0.585	0.5587	-0	0.0	0.340	1	0.5599
ENSG00000134873|CLDN10	ad	control	319.00	3.598	0.0003206	++	90.1	10.117	1	0.001469
ENSG00000095970|TREM2	ad	control	319.00	2.551	0.01073	-+	89.0	9.094	1	0.002564
ENSG00000255396|AP000857.1	ad	control	319.00	0.909	0.3634	+-	43.3	1.764	1	0.1842
ENSG00000241640|AC092757.1	ad	control	319.00	-0.234	0.8149	-0	0.0	0.054	1	0.8155
ENSG00000175756|AURKAIP1	ad	control	319.00	-3.307	0.0009437	--	0.0	0.405	1	0.5243
