gene_name	Marques-Coelho_MSSB_BA36	Marques-Coelho_MSSB_BA22	Felsky_et_al	Li_et_al	Das_et_al	Marques-Coelho_MAYO	King_et_al	Piras_et_al	Cho_et_al	upregulated_count	downregulated_count
TMEM81	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
TMEM88B	missing	missing	missing	missing	missing	downregulated	missing	missing	missing	0	1
TMEM9	missing	missing	missing	missing	missing	missing	upregulated	missing	missing	1	0
TMEM91	missing	missing	missing	missing	missing	missing	missing	upregulated	missing	1	0
TMEM95	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
TMEM9B-AS1	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
TMIGD2	missing	missing	missing	missing	missing	downregulated	missing	missing	missing	0	1
TMIGD3	missing	missing	missing	missing	missing	missing	missing	missing	upregulated	1	0
TMOD2	missing	missing	missing	missing	missing	missing	missing	downregulated	missing	0	1
TMOD3	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
TMPRSS13	missing	missing	missing	missing	missing	missing	missing	missing	downregulated	0	1
TMPRSS3	missing	missing	upregulated	missing	missing	upregulated	missing	missing	upregulated	3	0
TMPRSS5	upregulated	missing	upregulated	missing	missing	missing	missing	missing	missing	2	0
TMPRSS6	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
TMPRSS9	missing	missing	missing	missing	missing	downregulated	missing	missing	missing	0	1
TMSB10	downregulated	missing	missing	missing	missing	missing	missing	missing	downregulated	0	2
TMSB4X	missing	missing	missing	missing	missing	downregulated	missing	missing	missing	0	1
TMSB4XP4	missing	missing	missing	missing	missing	downregulated	missing	missing	missing	0	1
TMSB4XP6	missing	missing	missing	missing	missing	downregulated	missing	missing	missing	0	1
TMT1A	upregulated	missing	missing	missing	missing	upregulated	missing	missing	upregulated	3	0
TMT1B	upregulated	upregulated	upregulated	missing	missing	upregulated	missing	upregulated	missing	5	0
TMTC1	missing	missing	missing	downregulated	missing	upregulated	missing	missing	missing	1	1
TMTC2	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
TMTC3	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
TMUB1	missing	missing	upregulated	missing	missing	missing	missing	upregulated	missing	2	0
TMX1	missing	missing	upregulated	missing	missing	upregulated	missing	upregulated	upregulated	4	0
TMX3	missing	missing	missing	missing	downregulated	missing	missing	missing	missing	0	1
TMX4-AS1	missing	missing	missing	missing	downregulated	missing	missing	missing	missing	0	1
TNFAIP1	missing	missing	missing	missing	missing	missing	missing	downregulated	missing	0	1
TNFAIP3	upregulated	missing	upregulated	missing	missing	missing	missing	missing	upregulated	3	0
TNFAIP6	upregulated	missing	missing	missing	missing	upregulated	missing	missing	missing	2	0
TNFAIP8	missing	missing	missing	missing	missing	missing	missing	upregulated	upregulated	2	0
TNFAIP8L1	missing	missing	missing	missing	missing	missing	missing	downregulated	downregulated	0	2
TNFAIP8L2	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
TNFRSF10A	upregulated	upregulated	missing	missing	missing	upregulated	missing	missing	upregulated	4	0
TNFRSF10A-AS1	missing	missing	missing	missing	missing	missing	missing	missing	upregulated	1	0
TNFRSF10B	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
TNFRSF10C	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
TNFRSF10D	upregulated	upregulated	missing	missing	upregulated	upregulated	missing	missing	upregulated	5	0
TNFRSF11B	upregulated	missing	missing	missing	missing	upregulated	missing	missing	upregulated	3	0
TNFRSF12A	upregulated	upregulated	missing	missing	missing	upregulated	missing	missing	upregulated	4	0
TNFRSF13B	downregulated	missing	missing	missing	missing	missing	missing	missing	missing	0	1
TNFRSF13C	missing	upregulated	missing	missing	missing	downregulated	missing	missing	missing	1	1
TNFRSF18	downregulated	downregulated	missing	missing	missing	downregulated	missing	missing	downregulated	0	4
TNFRSF1A	upregulated	missing	upregulated	missing	missing	upregulated	missing	missing	upregulated	4	0
TNFRSF1B	upregulated	upregulated	upregulated	missing	missing	missing	missing	missing	missing	3	0
TNFRSF21	missing	missing	downregulated	missing	missing	missing	missing	missing	downregulated	0	2
TNFRSF25	missing	missing	missing	upregulated	missing	missing	missing	missing	missing	1	0
TNFRSF4	missing	missing	missing	missing	missing	missing	missing	missing	downregulated	0	1
TNFRSF8	missing	upregulated	missing	missing	missing	missing	missing	missing	upregulated	2	0
TNFSF10	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
TNFSF13	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
TNFSF14	upregulated	missing	missing	missing	missing	missing	missing	missing	upregulated	2	0
TNFSF8	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
TNIK	missing	missing	missing	downregulated	missing	missing	missing	missing	missing	0	1
TNIP1	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
TNIP2	upregulated	missing	upregulated	missing	missing	missing	missing	upregulated	upregulated	4	0
TNK2	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
TNK2-AS1	missing	missing	missing	missing	upregulated	missing	missing	missing	missing	1	0
TNKS	missing	missing	missing	missing	missing	upregulated	missing	missing	missing	1	0
TNKS1BP1	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
TNKS2	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
TNN	downregulated	missing	missing	missing	missing	missing	missing	missing	downregulated	0	2
TNNC2	missing	missing	missing	missing	missing	missing	missing	missing	downregulated	0	1
TNNI2	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
TNNI3	missing	missing	missing	missing	missing	downregulated	missing	missing	missing	0	1
TNNI3K	missing	missing	downregulated	missing	missing	downregulated	missing	missing	downregulated	0	3
TNNT2	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
TNPO1	missing	missing	upregulated	missing	missing	missing	missing	upregulated	missing	2	0
TNPO2	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
TNR	missing	missing	downregulated	missing	missing	missing	upregulated	missing	missing	1	1
TNR-IT1	missing	missing	missing	downregulated	missing	missing	missing	missing	missing	0	1
TNRC18	missing	missing	missing	missing	upregulated	missing	missing	missing	missing	1	0
TNRC18P1	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
TNRC6C	missing	missing	missing	missing	upregulated	missing	missing	missing	missing	1	0
TNS1	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
TNS1-AS1	missing	missing	missing	downregulated	upregulated	missing	missing	missing	missing	1	1
TNS2	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
TNS3	upregulated	missing	missing	missing	missing	upregulated	missing	missing	upregulated	3	0
TNXA	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
TOB1	upregulated	missing	missing	missing	missing	missing	missing	upregulated	upregulated	3	0
TOB2	upregulated	missing	missing	missing	upregulated	missing	missing	missing	upregulated	3	0
TOLLIP	missing	missing	missing	missing	missing	missing	missing	missing	downregulated	0	1
TOM1L2	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
TOMM20	missing	missing	downregulated	missing	missing	missing	missing	missing	downregulated	0	2
TOMM20P2	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
TOMM34	downregulated	missing	missing	missing	missing	missing	missing	missing	downregulated	0	2
TOMM40L	missing	missing	missing	missing	missing	missing	missing	missing	downregulated	0	1
