gene,hugo,logFC,AveExpr,t,P.Value,adj.P.Val,B,se,chr,N
ENSG00000124253,PCK1,0.548478074,0.822323492,0.922546016,0.363759236,0.547900531,-5.669311991,0.594526521,20,39
ENSG00000116962,NID1,0.188239357,3.690193056,0.922515837,0.363774709,0.547900531,-6.212165774,0.20405,1,39
ENSG00000272933,AL391121.1,0.146647939,3.291292745,0.922343025,0.363863318,0.547908678,-6.158044086,0.15899501,10,39
ENSG00000243406,MRPS31P5,-0.190899383,2.67645379,-0.92233757,0.363866115,0.547908678,-6.026468793,0.206973443,13,39
ENSG00000148516,ZEB1,0.067743311,6.824195509,0.922277404,0.363875373,0.547908678,-6.311392922,0.073452207,10,39
ENSG00000205795,CYS1,0.140564053,3.417702594,0.922100772,0.363987557,0.548029777,-6.182746561,0.152438928,2,39
ENSG00000137558,PI15,-0.263430497,1.588672786,-0.921954007,0.364062838,0.548052187,-5.829611573,0.285730627,8,39
ENSG00000166762,CATSPER2,-0.241283581,3.489177951,-0.92194792,0.364065961,0.548052187,-6.225276782,0.261710641,15,39
ENSG00000130119,GNL3L,0.070176784,3.9198791,0.92166376,0.364190167,0.548121455,-6.250804397,0.076141416,X,39
ENSG00000164405,UQCRQ,-0.104495579,4.753848875,-0.921680391,0.364203214,0.548121455,-6.38031385,0.11337507,5,39
ENSG00000216775,AL109918.1,0.218193341,1.166386679,0.921672493,0.364207267,0.548121455,-5.741728733,0.236736305,6,39
ENSG00000230910,AL391807.1,-0.199429808,3.334710998,-0.921559667,0.364265162,0.548160777,-6.12008234,0.216404662,6,39
ENSG00000057294,PKP2,0.256337469,2.711398025,0.921402161,0.364345994,0.548234607,-6.090086104,0.278203677,12,39
ENSG00000174891,RSRC1,-0.066128015,4.53860636,-0.921005352,0.364528124,0.548396251,-6.312840271,0.071799817,3,39
ENSG00000178445,GLDC,-0.090092561,3.978550733,-0.920998111,0.364538828,0.548396251,-6.271444242,0.097820571,9,39
ENSG00000157911,PEX10,-0.084932258,4.490629075,-0.920952071,0.36456744,0.548396251,-6.35891466,0.092222235,1,39
ENSG00000164896,FASTK,-0.078923166,5.00536615,-0.920906896,0.364580539,0.548396251,-6.342031577,0.085701569,7,39
ENSG00000196267,ZNF836,0.089368188,2.739846677,0.920666911,0.364701924,0.548531021,-6.089364806,0.09706897,19,39
ENSG00000261529,AC100774.1,-0.322356426,3.144137478,-0.920441568,0.364839225,0.54866156,-6.198359575,0.350219327,15,39
ENSG00000271851,AC087501.4,-0.261517418,0.416965993,-0.920416102,0.364852307,0.54866156,-5.664199828,0.284129555,17,39
ENSG00000259660,DNM1P47,-0.212714822,0.575623987,-0.920329415,0.36489684,0.548680714,-5.687510057,0.231129005,15,39
ENSG00000162869,PPP1R21,-0.074026252,5.318973187,-0.92017834,0.364954127,0.548719039,-6.38884707,0.080447722,2,39
ENSG00000183562,AC131971.1,-0.154813277,1.314341066,-0.919686113,0.365220323,0.549071432,-5.797749648,0.168332733,11,39
ENSG00000274276,CBSL,0.957396099,2.718110615,0.91933006,0.365410493,0.549309475,-6.163629694,1.041406281,21,39
ENSG00000169976,SF3B5,-0.07308182,4.001496479,-0.919161869,0.365475469,0.549359294,-6.280973756,0.079509194,6,39
ENSG00000099991,CABIN1,0.060563911,6.423008384,0.918910195,0.365604926,0.54950602,-6.363374095,0.065908411,22,39
ENSG00000241684,ADAMTS9-AS2,0.184693534,2.164711434,0.918873395,0.365645369,0.549518942,-5.942976426,0.20099998,3,39
ENSG00000198783,ZNF830,0.086949412,3.093825488,0.918255954,0.3659416,0.549916245,-6.167976263,0.094689734,17,39
ENSG00000278917,AC006213.6,-0.136981847,0.871952187,-0.918168875,0.365986426,0.549935716,-5.710115683,0.149190253,19,39
ENSG00000254415,SIGLEC14,-0.473653624,0.030003611,-0.917867664,0.366162996,0.550153127,-5.567020348,0.516036943,19,39
ENSG00000166352,C11orf74,-0.122938459,2.705740462,-0.91726472,0.366471228,0.550568302,-6.058732331,0.13402724,11,39
ENSG00000176381,PRR18,-0.272258379,4.507886053,-0.91710268,0.366557038,0.550613924,-6.32085206,0.296867936,6,39
ENSG00000136378,ADAMTS7,0.220054433,0.549301528,0.917086429,0.366565412,0.550613924,-5.632987086,0.239949503,15,39
ENSG00000215695,RSC1A1,-0.242949164,1.642787214,-0.916986988,0.366616655,0.550642963,-5.869577189,0.264942869,1,39
ENSG00000124702,KLHDC3,-0.122330115,6.917057484,-0.916869317,0.366677299,0.550686115,-6.378975438,0.133421538,6,39
ENSG00000269335,IKBKG,-0.111021432,3.201568332,-0.916687554,0.366770985,0.550697835,-6.195655962,0.12111153,X,39
ENSG00000251405,AC008676.2,-0.193392682,0.640233212,-0.916666769,0.3667817,0.550697835,-5.662603224,0.210973811,5,39
ENSG00000148296,SURF6,-0.098749355,5.178603477,-0.916556765,0.366838408,0.550697835,-6.360816462,0.107739486,9,39
ENSG00000230555,AL450326.1,-0.19063267,0.295258003,-0.916523304,0.366843174,0.550697835,-5.578591634,0.207995442,10,39
ENSG00000169826,CSGALNACT2,-0.089460992,5.191478931,-0.916544621,0.366844669,0.550697835,-6.39593533,0.097606805,10,39
ENSG00000129911,KLF16,-0.119220977,4.55221489,-0.916453033,0.366891889,0.55072081,-6.366818248,0.130089565,19,39
ENSG00000176700,SCAND2P,0.12941261,4.418005922,0.915953249,0.367149631,0.551059757,-6.353658558,0.141287353,15,39
ENSG00000188177,ZC3H6,-0.053862099,6.340598473,-0.915811135,0.367201507,0.551089685,-6.340749277,0.058813545,2,39
ENSG00000188580,NKAIN2,-0.112266497,4.947871578,-0.915782566,0.36723768,0.551096044,-6.33870858,0.122590778,6,39
ENSG00000121898,CPXM2,0.279412609,0.411221268,0.915499192,0.367383894,0.551267519,-5.637141469,0.305202463,10,39
ENSG00000114021,NIT2,-0.091979825,4.412221703,-0.915413139,0.367421633,0.551275375,-6.298482587,0.10047903,3,39
ENSG00000225194,LINC00092,-0.256428318,1.938115145,-0.91536524,0.367453023,0.551275375,-5.912937064,0.280137705,9,39
ENSG00000117242,PINK1-AS,-0.147069668,1.605988767,-0.915232348,0.367511603,0.551315329,-5.828824936,0.160691073,1,39
ENSG00000090376,IRAK3,0.207217353,3.67904874,0.914947408,0.36766871,0.551503065,-6.190268958,0.22648007,12,39
ENSG00000108557,RAI1,-0.10766024,6.238750657,-0.914835734,0.367726371,0.551535838,-6.408609048,0.117682591,17,39
ENSG00000018236,CNTN1,0.092573471,8.687928797,0.914767453,0.367754483,0.551535838,-6.286057014,0.101198912,12,39
ENSG00000048342,CC2D2A,-0.077892673,4.028512218,-0.914440844,0.367908911,0.551678338,-6.301095816,0.085180658,4,39
ENSG00000183386,FHL3,0.136336809,1.810104261,0.914354809,0.367962216,0.551678338,-5.883976981,0.149107116,1,39
ENSG00000184786,TCTE3,0.13658665,1.032742929,0.914273688,0.367995265,0.551678338,-5.719700058,0.149393613,6,39
ENSG00000196547,MAN2A2,0.116964975,6.922935995,0.914255193,0.368026217,0.551678338,-6.391849022,0.127934712,15,39
ENSG00000242498,ARPIN,0.109420607,5.308117904,0.914226734,0.36804092,0.551678338,-6.407814064,0.11968651,15,39
ENSG00000164331,ANKRA2,-0.160880296,2.931568184,-0.914225958,0.368041321,0.551678338,-6.149026142,0.175974326,5,39
ENSG00000189369,GSPT2,0.109741396,3.270840597,0.913668606,0.368323756,0.552034712,-6.134571323,0.120110722,X,39
ENSG00000276545,PCDHGB9P,-0.186574433,0.974734686,-0.913642099,0.36834305,0.552034712,-5.7590695,0.204209541,5,39
ENSG00000280304,AC104260.2,-0.283462624,0.894794618,-0.913575019,0.368377727,0.552038736,-5.76048369,0.310278431,15,39
ENSG00000124207,CSE1L,0.096523926,5.722166739,0.913437599,0.368448771,0.55209434,-6.343481977,0.105671067,20,39
ENSG00000153066,TXNDC11,0.065659425,3.991782077,0.913338144,0.36847882,0.55209434,-6.25641407,0.071889503,16,39
ENSG00000070610,GBA2,0.077498924,6.216629033,0.913263983,0.368519441,0.552107265,-6.370779286,0.08485928,9,39
ENSG00000080819,CPOX,-0.132468491,4.504613992,-0.912956341,0.368697646,0.552326294,-6.32933499,0.145098385,3,39
ENSG00000265142,MIR133A1HG,-0.178032081,1.118137764,-0.912745074,0.368806935,0.552442054,-5.788412028,0.195051265,18,39
ENSG00000274944,AL139260.3,-0.311503434,1.090643937,-0.912488805,0.368939531,0.552592704,-5.768869588,0.341377815,1,39
ENSG00000133398,MED10,-0.093055192,3.363225523,-0.912284152,0.369025938,0.55263263,-6.182169047,0.102002421,5,39
ENSG00000106078,COBL,0.100394947,7.373311818,0.912313529,0.369030239,0.55263263,-6.334941915,0.110044348,7,39
ENSG00000284691,AC073111.5,-0.095466493,3.410874535,-0.91219413,0.369076876,0.552636598,-6.199907172,0.104655895,7,39
ENSG00000120805,ARL1,-0.072407994,5.854030163,-0.912143424,0.36909694,0.552636598,-6.345879055,0.079382247,12,39
ENSG00000162998,FRZB,0.336350574,2.430995741,0.911993594,0.369195846,0.552736728,-6.036580227,0.368808044,2,39
ENSG00000072310,SREBF1,-0.288615047,6.148100143,-0.911779321,0.369306788,0.552854856,-6.41533097,0.316540461,17,39
ENSG00000179295,PTPN11,-0.087908495,8.493650643,-0.911370034,0.369507671,0.553025267,-6.312993502,0.096457521,12,39
ENSG00000056558,TRAF1,-0.211948592,3.425512455,-0.911371124,0.369518195,0.553025267,-6.201100052,0.232560136,9,39
ENSG00000133135,RNF128,-0.224788214,1.974067804,-0.911318077,0.369545674,0.553025267,-5.96104042,0.246662741,X,39
ENSG00000197410,DCHS2,-0.174371162,5.327387362,-0.911312014,0.369548815,0.553025267,-6.409748123,0.191340791,4,39
ENSG00000138081,FBXO11,-0.066586098,6.336118807,-0.911131456,0.369621038,0.553085383,-6.342987161,0.073080671,2,39
ENSG00000239268,AC092691.1,-0.141761604,3.981204886,-0.911042515,0.369688441,0.553138276,-6.32186609,0.155603719,3,39
ENSG00000136783,NIPSNAP3A,0.110071324,4.070297799,0.910916317,0.369753835,0.553185259,-6.31446833,0.120835824,9,39
ENSG00000103152,MPG,-0.076176938,3.999003643,-0.910804565,0.36979044,0.553185259,-6.276332237,0.083636975,16,39
ENSG00000126803,HSPA2,0.42564464,6.498341238,0.910629573,0.36990245,0.553185259,-6.405977681,0.467417984,14,39
ENSG00000114796,KLHL24,-0.111150053,7.992524901,-0.910592037,0.369921907,0.553185259,-6.337924407,0.122063502,3,39
ENSG00000173950,XXYLT1,-0.14296646,2.788861432,-0.910516137,0.369961253,0.553185259,-6.131178889,0.157016942,3,39
ENSG00000150687,PRSS23,0.18499051,4.052162903,0.910489561,0.36997503,0.553185259,-6.293137544,0.203176969,11,39
ENSG00000232119,MCTS1,-0.123589701,2.905999092,-0.910453046,0.369993961,0.553185259,-6.128770672,0.135745277,X,39
ENSG00000172893,DHCR7,-0.180282428,4.758020519,-0.91044768,0.369996743,0.553185259,-6.358047602,0.198015143,11,39
ENSG00000221988,PPT2,0.099939677,3.315760922,0.910345342,0.370038642,0.553185259,-6.184749052,0.109782159,6,39
ENSG00000279117,AP001972.5,-0.099163034,6.314376909,-0.910363442,0.370040417,0.553185259,-6.414020099,0.108926863,11,39
ENSG00000153207,AHCTF1,-0.049286572,6.661012777,-0.910249762,0.370078064,0.553193614,-6.345679543,0.054146207,1,39
ENSG00000277053,GTF2IP1,-0.084861165,7.014811315,-0.90984413,0.370293903,0.553468306,-6.30420659,0.093270003,7,39
ENSG00000168701,TMEM208,-0.122080721,2.824252584,-0.90927571,0.370604665,0.553884818,-6.138700467,0.1342615,16,39
ENSG00000126950,TMEM35A,-0.143322475,3.917219525,-0.909118407,0.370686311,0.553919151,-6.169467849,0.157649954,X,39
ENSG00000214491,SEC14L6,-0.130482179,1.834278377,-0.909075937,0.370691838,0.553919151,-5.883880507,0.143532761,22,39
ENSG00000051825,MPHOSPH9,-0.082834125,5.335853048,-0.909022614,0.370730492,0.553928944,-6.40887135,0.091124383,12,39
ENSG00000131778,CHD1L,-0.079554322,4.761420769,-0.908932996,0.370767457,0.553936212,-6.379309007,0.087524958,1,39
ENSG00000166450,PRTG,0.175946683,2.695094738,0.908539103,0.37098709,0.554216365,-6.064962876,0.1936589,15,39
ENSG00000170540,ARL6IP1,-0.123166789,8.289495867,-0.907893646,0.371322405,0.554669271,-6.318240443,0.135662133,16,39
ENSG00000134222,PSRC1,-0.142219333,4.128621284,-0.907768078,0.37138766,0.554718728,-6.329375701,0.156669238,1,39
ENSG00000106052,TAX1BP1,0.058824231,7.0227801,0.907609365,0.371448921,0.55476221,-6.284508489,0.064812279,7,39
ENSG00000100564,PIGH,0.103267689,3.441275518,0.907431242,0.371560601,0.554880981,-6.225842714,0.113802219,14,39
ENSG00000136718,IMP4,-0.098910192,5.204419622,-0.907104187,0.371732797,0.555084209,-6.414769592,0.109039506,2,39
ENSG00000269945,AC004817.4,-0.245812844,1.401778482,-0.906984258,0.371795166,0.555084209,-5.810882761,0.271022172,14,39
ENSG00000099995,SF3A1,-0.053211436,5.554473823,-0.906940662,0.371796627,0.555084209,-6.268128905,0.058671354,22,39
ENSG00000155542,SETD9,0.280587979,0.600700295,0.906926209,0.371825358,0.555084209,-5.627312696,0.309383472,5,39
ENSG00000117411,B4GALT2,-0.085474868,5.497151209,-0.906265072,0.372168587,0.555548541,-6.421024471,0.094315527,1,39
ENSG00000265241,RBM8A,0.06192872,6.406101438,0.906155823,0.372204991,0.555554824,-6.365611818,0.068342241,1,39
ENSG00000205771,CATSPER2P1,-0.174870635,0.764926535,-0.905551578,0.372533773,0.555997474,-5.686172242,0.193109525,15,39
ENSG00000170919,TPT1-AS1,-0.116681406,4.09773052,-0.90534822,0.372646678,0.556014551,-6.253763094,0.128880141,13,39
ENSG00000227888,FAM66A,-0.343371474,1.640862621,-0.905341306,0.372650279,0.556014551,-5.928867387,0.379272957,8,39
ENSG00000105058,FAM32A,0.070432366,4.940248557,0.905293008,0.372654264,0.556014551,-6.340036333,0.077800629,19,39
ENSG00000276182,AL163051.2,0.244411985,0.94348409,0.905295571,0.372674102,0.556014551,-5.717792815,0.269980317,14,39
ENSG00000280080,TBC1D22A-AS1,0.137806792,0.287824833,0.905057165,0.37277713,0.556107587,-5.624183705,0.152263081,22,39
ENSG00000278867,AC090616.6,-0.186555322,0.638618956,-0.904995674,0.372830335,0.556107587,-5.681662747,0.206139463,17,39
ENSG00000242294,STAG3L5P,-0.169415797,3.050182936,-0.90499029,0.37283314,0.556107587,-6.082318316,0.187201784,7,39
ENSG00000177272,KCNA3,-0.185014366,3.489882738,-0.904863986,0.372898952,0.556156034,-6.241921865,0.204466493,1,39
ENSG00000189060,H1F0,0.134463592,5.398737365,0.904798028,0.372933323,0.556156034,-6.38965248,0.148611721,22,39
ENSG00000184083,FAM120C,0.096446224,5.565102465,0.904742405,0.37296231,0.556156034,-6.413666713,0.106600755,X,39
ENSG00000175581,MRPL48,0.106314676,2.943562528,0.90462368,0.373017201,0.556189823,-6.153037319,0.117523649,11,39
ENSG00000162923,WDR26,-0.057336768,6.555448894,-0.904458513,0.373089127,0.556249004,-6.336779487,0.063393475,1,39
ENSG00000272372,AC009102.2,0.118490673,2.145550938,0.904188071,0.373230128,0.556411152,-5.900465404,0.13104649,16,39
ENSG00000178460,MCMDC2,0.207791081,2.070007312,0.904063636,0.373316158,0.55641743,-5.969549114,0.229841211,8,39
ENSG00000090470,PDCD7,-0.080174948,4.84898254,-0.904036723,0.373319199,0.55641743,-6.402704449,0.0886855,15,39
ENSG00000167522,ANKRD11,-0.088408821,7.344795812,-0.903976203,0.373354253,0.55641743,-6.326063856,0.097799943,16,39
ENSG00000136631,VPS45,-0.054635932,5.233618977,-0.90387956,0.373391019,0.55641743,-6.377902126,0.060446031,1,39
ENSG00000187109,NAP1L1,0.113222207,8.033580405,0.903911375,0.373395563,0.55641743,-6.331980457,0.125258084,12,39
ENSG00000106733,NMRK1,-0.160758977,3.089251233,-0.903687303,0.373512438,0.55654353,-6.193631365,0.177892261,9,39
ENSG00000116455,WDR77,0.072013978,3.742319563,0.902973586,0.373863753,0.556997834,-6.283857797,0.079752032,1,39
ENSG00000273599,AL731571.1,-0.254013918,1.870543502,-0.902979288,0.373881891,0.556997834,-5.918406302,0.281306472,10,39
ENSG00000173264,GPR137,0.122790738,4.243048893,0.902737035,0.374008357,0.55713814,-6.315292902,0.136020495,11,39
ENSG00000235945,AC002543.1,0.252275168,-0.088458679,0.902491768,0.374136425,0.557280807,-5.56465434,0.279531821,7,39
ENSG00000279026,AC005225.4,0.232094119,1.763405073,0.902399715,0.374184499,0.557304308,-5.895137225,0.257196579,14,39
ENSG00000160072,ATAD3B,-0.148972957,3.991526061,-0.902237461,0.374269243,0.557382416,-6.22603006,0.165115021,1,39
ENSG00000180537,RNF182,0.199361987,4.658608119,0.902042967,0.374370843,0.557477314,-6.378249557,0.221011631,6,39
ENSG00000198805,PNP,0.219255441,3.335540361,0.901945547,0.37442174,0.557477314,-6.123968982,0.243091661,14,39
ENSG00000198171,DDRGK1,-0.08042469,4.809884207,-0.901901737,0.374429883,0.557477314,-6.373097837,0.089172342,20,39
ENSG00000150667,FSIP1,-0.156375431,3.343612254,-0.901703089,0.374548432,0.557573878,-6.238157773,0.173422308,15,39
ENSG00000280136,AC240565.1,0.420812543,0.087682323,0.90168217,0.374559364,0.557573878,-5.611452848,0.466697199,17,39
ENSG00000168032,ENTPD3,-0.265438972,2.656259788,-0.901406313,0.374703545,0.557740393,-6.120863815,0.294472058,3,39
ENSG00000106258,CYP3A5,-0.112696281,1.68574562,-0.901298603,0.374738778,0.557744726,-5.84586657,0.125037674,7,39
ENSG00000132170,PPARG,0.174024644,2.276300331,0.900657547,0.37509508,0.558226882,-6.018564196,0.193219548,3,39
ENSG00000100842,EFS,-0.182445801,4.130973895,-0.90045482,0.375201133,0.55833656,-6.327893552,0.202615164,14,39
ENSG00000205930,C21orf62-AS1,0.192894418,0.899238904,0.900152935,0.375359095,0.558523458,-5.741519947,0.214290717,21,39
ENSG00000126705,AHDC1,-0.071250474,5.799790898,-0.899838941,0.375502402,0.55868852,-6.31477035,0.079181363,1,39
ENSG00000198417,MT1F,0.369769345,3.565870919,0.899701405,0.37559544,0.558778766,-6.259446644,0.410991183,16,39
ENSG00000095787,WAC,-0.072338454,7.101091579,-0.899507261,0.375676062,0.558796829,-6.293770052,0.080420089,10,39
ENSG00000106853,PTGR1,-0.118367233,3.94904511,-0.899528099,0.375686179,0.558796829,-6.238897393,0.131588144,9,39
ENSG00000165475,CRYL1,0.085235489,5.09234401,0.899456152,0.375712697,0.558796829,-6.336605368,0.094763362,13,39
ENSG00000168140,VASN,0.206854446,3.858459115,0.899424008,0.375740686,0.558796829,-6.26415391,0.229985462,16,39
ENSG00000151014,NOCT,-0.133954398,2.858650647,-0.899368995,0.375769495,0.558796829,-6.146495575,0.148942646,4,39
ENSG00000204482,LST1,0.301074031,0.405913387,0.899150846,0.37588375,0.558810801,-5.652500687,0.334842627,6,39
ENSG00000118762,PKD2,0.069860599,5.437260723,0.899045161,0.375918094,0.558810801,-6.393821657,0.077705328,4,39
ENSG00000220575,HTR5A-AS1,-0.252328776,2.516296897,-0.899079716,0.375921009,0.558810801,-6.094632266,0.280652284,7,39
ENSG00000063978,RNF4,0.084248849,4.939641005,0.899059006,0.375927945,0.558810801,-6.403766595,0.093707809,4,39
ENSG00000198832,SELENOM,-0.103482194,4.901531912,-0.899041919,0.375940808,0.558810801,-6.352486884,0.115102746,22,39
ENSG00000163882,POLR2H,0.113209335,3.522764559,0.89896381,0.375981727,0.558823487,-6.250558717,0.12593314,3,39
ENSG00000085433,WDR47,-0.133962171,6.770862603,-0.898757851,0.376089637,0.558935731,-6.343019782,0.149052574,1,39
ENSG00000181072,CHRM2,-0.166806279,2.063850603,-0.898280731,0.376339694,0.559259195,-6.007728829,0.185695043,7,39
ENSG00000158769,F11R,0.239321541,3.49202811,0.897875263,0.376552284,0.559526928,-6.18177664,0.266542081,1,39
ENSG00000132912,DCTN4,0.061835413,6.294868672,0.897390749,0.376785446,0.559799763,-6.386300062,0.068905784,5,39
ENSG00000203780,FANK1,0.226267343,0.708154388,0.8973716,0.376816467,0.559799763,-5.689985435,0.252144533,10,39
ENSG00000006837,CDKL3,0.117889021,2.740403191,0.897332973,0.37683322,0.559799763,-6.081901238,0.13137712,5,39
ENSG00000121406,ZNF549,0.11108231,3.876992662,0.897192227,0.376910581,0.559866487,-6.317685533,0.123811048,19,39
ENSG00000257621,PSMA3-AS1,-0.091276197,4.747077792,-0.896967114,0.377028716,0.559993761,-6.38518222,0.101760918,14,39
ENSG00000170619,COMMD5,0.058981812,3.643447954,0.896331619,0.377341392,0.560409937,-6.247853604,0.065803561,8,39
ENSG00000184752,NDUFA12,-0.073011081,3.99554604,-0.896149088,0.377437258,0.560504073,-6.310744572,0.081472025,12,39
ENSG00000168056,LTBP3,0.081020606,6.349119723,0.896028464,0.377505986,0.560551617,-6.343009056,0.090421911,11,39
ENSG00000035928,RFC1,0.106804289,5.670329923,0.896004318,0.377534243,0.560551617,-6.423914998,0.119200641,4,39
ENSG00000197566,ZNF624,-0.150796554,3.053742316,-0.895926801,0.377574963,0.560563844,-6.190210838,0.168313476,17,39
ENSG00000057608,GDI2,0.096949675,6.497224018,0.895623222,0.377734463,0.560750479,-6.407668327,0.108248282,10,39
ENSG00000132475,H3F3B,-0.132300194,7.791591877,-0.895563844,0.377765665,0.560750479,-6.352238342,0.147728378,17,39
ENSG00000089558,KCNH4,-0.202960301,1.477126576,-0.89515163,0.377982323,0.560961274,-5.84571281,0.226732874,17,39
ENSG00000241945,PWP2,0.746031017,2.511844192,0.895080804,0.378019557,0.560961274,-6.076643801,0.833478959,21,39
