ensembl_id,is_upregulated_in_AD,brain_region,study
ENSG00000174640,False,Temporal Lobe,Cho_et_al
ENSG00000123999,False,Temporal Lobe,Cho_et_al
ENSG00000133083,False,Temporal Lobe,Cho_et_al
ENSG00000138814,False,Temporal Lobe,Cho_et_al
ENSG00000164715,False,Temporal Lobe,Cho_et_al
ENSG00000180488,False,Temporal Lobe,Cho_et_al
ENSG00000100983,False,Temporal Lobe,Cho_et_al
ENSG00000136930,False,Temporal Lobe,Cho_et_al
ENSG00000102780,False,Temporal Lobe,Cho_et_al
ENSG00000235944,False,Temporal Lobe,Cho_et_al
ENSG00000153814,False,Temporal Lobe,Cho_et_al
ENSG00000248487,False,Temporal Lobe,Cho_et_al
